airport,cost
"[{name:GRR},{date:11/17/2015 16:11:47,duration:23,distance:137,airline:20304,class:economy,price:108.0},{name:ORD},{name:ORD},{date:11/30/2015 05:26:41,duration:30,distance:108,airline:19977,class:economy,price:88.5},{name:MSN}]",196.5
